local,oaci,iata,tipo,denominacion,coordenadas,latitud,longitud,elev,uom_elev,ref,distancia_ref,direccion_ref,condicion,control,region,fir,uso,trafico,sna,concesionado,provincia,inhab
TEJ,SIN_CODIGO,SIN_CODIGO,aeródromo,CARLOS TEJEDOR,"35°25'31""S  62°28'10""W",-35.42527777777777,-62.46944444444445,94.0,Metros,Carlos Tejedor,5.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
TEO,SIN_CODIGO,SIN_CODIGO,aeródromo,TEODELINA/F.A.T.,"34°10'36""S  61°30'25""W",-34.17666666666666,-61.50694444444444,87.0,Metros,Teodelina,1.0,E,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
TEV,SIN_CODIGO,SIN_CODIGO,aeródromo,TINTINA/ESTABLECIMIENTO EL 21,"26°53'43""S  62°18'35""W",-26.89527777777778,-62.30972222222222,68.0,Metros,Tintina,41.0,ENE,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Santiago Del Estero,NO
THN,SIN_CODIGO,SIN_CODIGO,aeródromo,TOLHUIN,"54°29'59""S  67°10'20""W",-54.499722222222225,-67.17222222222223,213.0,Metros,Tolhuin,1.5,NE,PRIVADO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Tierra Del Fuego Antártida E Islas Del Atlántico Sur,NO
TIN,SANI,SIN_CODIGO,aeródromo,TINOGASTA,"28° 2'27""S  67°34'39""W",-28.040833333333335,-67.5775,1210.0,Metros,Tinogasta,1.0,NO,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Catamarca,NO
TIO,SIN_CODIGO,SIN_CODIGO,aeródromo,TÍO PUJIO,"32°17'35""S  63°24' 7""W",-32.293055555555554,-63.401944444444446,237.0,Metros,Tío Pújio,9.0,O,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
TIR,SIN_CODIGO,SIN_CODIGO,aeródromo,COLONIA TIROLESA,"31°14'53""S  64° 2'18""W",-31.248055555555556,-64.03833333333333,407.0,Metros,Colonia Tirolesa,3.0,SE,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
TLS,SIN_CODIGO,SIN_CODIGO,aeródromo,TILISARAO,"32°45' 8""S  65°16'54""W",-32.75222222222222,-65.28166666666667,751.0,Metros,Tilisarao,2.5,E,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,San Luis,NO
TOR,SIN_CODIGO,SIN_CODIGO,aeródromo,TORNQUIST,"38° 5'42""S  62°14'58""W",-38.095,-62.24944444444444,285.0,Metros,Tornquist,2.0,O,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
TOS,SIN_CODIGO,SIN_CODIGO,aeródromo,TOSTADO,"29°14' 8""S  61°47'18""W",-29.235555555555557,-61.788333333333334,69.0,Metros,Tostado,1.0,OSO,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Santa Fé,NO
TOT,SIN_CODIGO,SIN_CODIGO,aeródromo,ALTA GRACIA /EL TOTO,"31°39' 1""S  64°22' 8""W",-31.650277777777777,-64.36888888888888,540.0,Metros,Alta Gracia,5.0,E,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
TQL,SIN_CODIGO,SIN_CODIGO,aeródromo,TRENQUE LAUQUEN/ÑANCO LAUQUEN,"35°58'13""S  62°46'19""W",-35.97027777777778,-62.77194444444444,92.0,Metros,Trenque Lauquen,3.5,O,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
TRC,SAOC,RCU,aeródromo,RÍO CUARTO/ÁREA DE MATERIAL,"33° 5'32""S  64°16'10""W",-33.092222222222226,-64.26944444444445,421.0,Metros,Río Cuarto,8.0,NE,PUBLICO,CONTROL,RANO,SACF,desconocido,Nacional,SI,SI,Córdoba,NO
TRE,SAVT,REL,aeródromo,TRELEW/ALMIRANTE ZAR,"43°12'38""S  65°16'13""W",-43.21055555555556,-65.27027777777778,43.0,Metros,Trelew,6.5,NNE,PUBLICO,CONTROL,RASU,SAVF,desconocido,Internacional,SI,SI,Chubut,NO
TRH,SANR,RHD,aeródromo,TERMAS DE RÍO HONDO,"27°29'48""S  64°56' 9""W",-27.496666666666666,-64.93583333333333,280.5,Metros,Termas de Río Hondo,7.5,O,PUBLICO,CONTROL,RANO,SACF,civil,Nacional,SI,SI,Santiago Del Estero,NO
TRW,SIN_CODIGO,SIN_CODIGO,aeródromo,TRELEW/AEROCLUB,"43°14' 8""S  65°19'27""W",-43.23555555555556,-65.32416666666666,39.0,Metros,Trelew,2.5,NNO,PUBLICO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Chubut,NO
TSV,SIN_CODIGO,SIN_CODIGO,aeródromo,TORTUGAS/EA. SAN VICENTE,"32°59'56""S  61°46'41""W",-32.99888888888889,-61.778055555555554,70.0,Metros,Tortugas,28.0,SSE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
TUC,SANT,TUC,aeródromo,TUCUMÁN/TENIENTE BENJAMIN MATIENZO,"26°50'27""S  65° 6'17""W",-26.840833333333332,-65.10472222222222,455.0,Metros,San Miguel de Tucumán,12.0,E,PUBLICO,CONTROL,RANO,SACF,desconocido,Internacional,SI,SI,Tucumán,NO
TVN,SIN_CODIGO,SIN_CODIGO,aeródromo,TREVELIN,"43° 5'15""S  71°28'41""W",-43.087500000000006,-71.47805555555556,397.0,Metros,Trevelin,2.0,OSO,PRIVADO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Chubut,NO
TXO,SIN_CODIGO,SIN_CODIGO,aeródromo,EL TRAPIAL/CHEVRON TEXACO,"37°21'54""S  69°18' 7""W",-37.365,-69.30194444444444,883.0,Metros,Rincón de los Sauces,20.0,O,PRIVADO,NOCONTROL,RACE,SAMF,civil,Nacional,NO,NO,Neuquén,NO
UAE,SIN_CODIGO,SIN_CODIGO,aeródromo,GUALEGUAY/AEROCLUB,"33° 6' 8""S  59°22'26""W",-33.102222222222224,-59.37388888888889,13.0,Metros,Gualeguay,8.0,NO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Entre Ríos,NO
UCO,SIN_CODIGO,SIN_CODIGO,aeródromo,CHACABUCO,"34°36'26""S  60°24'35""W",-34.60722222222223,-60.40972222222222,69.0,Metros,Chacabuco,7.0,NE,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
UEL,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLAGUAY/EL JAGÜEL,"31°48'14""S  59° 2' 5""W",-31.80388888888889,-59.03472222222222,61.0,Metros,Villaguay,6.5,N,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
UEN,SIN_CODIGO,SIN_CODIGO,aeródromo,QUEQUEN/MOROMAR,"38°25'32""S  58°22'17""W",-38.425555555555555,-58.37138888888889,15.0,Metros,Quequén,31.0,ENE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
UIS,SAOU,LUQ,aeródromo,SAN LUIS/BRIG. MAYOR D. CÉSAR RAUL OJEDA,"33°16'20""S  66°21'24""W",-33.27222222222222,-66.35666666666665,710.0,Metros,San Luis,3.8,NO,PUBLICO,CONTROL,RANO,SAMF,desconocido,Nacional,SI,SI,San Luis,NO
ULL,SIN_CODIGO,SIN_CODIGO,helipuerto,RÍO CULLEN/TOTAL AUSTRAL,"52°53'37""S  68°21'19""W",-52.89361111111111,-68.35527777777777,16.0,Metros,Cullen,6.0,E,PRIVADO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Tierra Del Fuego Antártida E Islas Del Atlántico Sur,NO
UNE,SIN_CODIGO,SIN_CODIGO,aeródromo,FUNES/ALAGRO FUMIGACIONES,"32°53'18""S  60°50'37""W",-32.888333333333335,-60.843611111111116,35.0,Metros,Funes,5.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
UPE,SIN_CODIGO,SIN_CODIGO,aeródromo,SANTA FÉ/GUADALUPE,"31°35'34""S  60°40'37""W",-31.592777777777776,-60.676944444444445,18.0,Metros,Santa Fé,8.0,NNE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
URD,SIN_CODIGO,SIN_CODIGO,aeródromo,URDINARRAIN,"32°41'45""S  58°53'56""W",-32.69583333333333,-58.89888888888889,66.0,Metros,Urdinarrain,0.0,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
URL,SIN_CODIGO,SIN_CODIGO,aeródromo,URIBURU/ESTANCIA LOS ROBLES,"36°33'11""S  63°45'59""W",-36.55305555555555,-63.76638888888889,137.0,Metros,Uriburu,10.0,ESE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,La Pampa,NO
URO,SIN_CODIGO,SIN_CODIGO,aeródromo,PEDRO LURO,"39°27'21""S  62°40'30""W",-39.45583333333334,-62.675,27.0,Metros,Pedro Luro,4.0,N,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
USU,SAWH,USH,aeródromo,USHUAIA/MALVINAS ARGENTINAS,"54°50'36""S  68°17'44""W",-54.843333333333334,-68.29555555555555,31.0,Metros,Ushuaia,0.0,Lindando,PUBLICO,CONTROL,RASU,SAVF,desconocido,Internacional,SI,SI,Tierra Del Fuego Antártida E Islas Del Atlántico Sur,NO
VAL,SIN_CODIGO,SIN_CODIGO,aeródromo,VALCHETA,"40°41'57""S  66° 9'26""W",-40.69916666666666,-66.15722222222223,192.0,Metros,Valcheta,1.5,SE,PUBLICO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Río Negro,NO
VAN,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA ANGELA,"27°35'42""S  60°40'55""W",-27.595,-60.68194444444444,75.0,Metros,Villa Angela,3.5,SE,PUBLICO,AERADIO,RANE,SARR,desconocido,Nacional,NO,NO,Chaco,NO
VAY,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA AMANCAY/HALLPA HUAYRA,"32°12'29""S  64°32'25""W",-32.20805555555556,-64.54027777777777,557.0,Metros,Villa Amancay,7.0,SE,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
VCA,SIN_CODIGO,SIN_CODIGO,aeródromo,VICTORICA,"36°12'25""S  65°24'58""W",-36.206944444444446,-65.41611111111112,311.0,Metros,Victorica,1.2,NE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,La Pampa,NO
VCC,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA CAÑAS/S. A. MIGUEL A. CARDONE,"33°57'40""S  61°38' 0""W",-33.961111111111116,-61.63333333333333,103.0,Metros,Villa Cañas,4.5,NO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
VDA,SIN_CODIGO,SIN_CODIGO,aeródromo,VEDIA,"34°29'10""S  61°29'23""W",-34.486111111111114,-61.48972222222222,89.0,Metros,Vedia,5.0,NE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
VDL,SIN_CODIGO,SIN_CODIGO,aeródromo,CORONEL VIDAL,"37°28' 4""S  57°46' 2""W",-37.467777777777776,-57.76722222222222,26.0,Metros,Coronel Vidal,3.7,OSO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
VDO,SIN_CODIGO,SIN_CODIGO,aeródromo,EL CORCOVADO,"43°31'58""S  71°29' 9""W",-43.532777777777774,-71.48583333333333,600.0,Metros,,0.0,Lindando,PRIVADO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Chubut,NO
VDR,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA DEL ROSARIO,"31°34'50""S  63°32'20""W",-31.580555555555556,-63.538888888888884,253.0,Metros,Villa del Rosario,1.5,S,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
VEC,SIN_CODIGO,SIN_CODIGO,aeródromo,CORCOVADO/EA. CARIDAD,"43°43'17""S  71°14'44""W",-43.72138888888889,-71.24555555555555,740.0,Metros,Corcovado,27.0,SE,PRIVADO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Chubut,NO
VER,SIN_CODIGO,SIN_CODIGO,aeródromo,VERA,"29°28' 6""S  60°13'35""W",-29.46833333333333,-60.22638888888889,58.0,Metros,Vera,1.0,SO,PUBLICO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Santa Fé,NO
VEZ,SIN_CODIGO,SIN_CODIGO,aeródromo,GALVEZ,"32° 2' 7""S  61°10'40""W",-32.03527777777778,-61.17777777777778,41.0,Metros,Galvez,4.0,E,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
VGB,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA GENERAL BELGRANO,"31°57'52""S  64°33'52""W",-31.964444444444442,-64.56444444444445,840.0,Metros,Villa General Belgrano,0.0,NO,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
VIC,SIN_CODIGO,SIN_CODIGO,aeródromo,VICTORIA,"32°35' 4""S  60°11'22""W",-32.58444444444444,-60.18944444444444,12.0,Metros,Victoria,4.8,NO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
VIE,SAVV,VDM,aeródromo,VIEDMA/GOBERNADOR CASTELLO,"40°52'13""S  62°59'48""W",-40.87027777777778,-62.99666666666667,6.0,Metros,Viedma,6.0,S,PUBLICO,CONTROL,RASU,SAVF,desconocido,Nacional,SI,SI,Río Negro,NO
VIG,SAAU,SIN_CODIGO,aeródromo,VILLAGUAY,"31°51' 2""S  59° 4'23""W",-31.850555555555555,-59.073055555555555,40.0,Metros,Villaguay,5.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
VIT,SIN_CODIGO,SIN_CODIGO,aeródromo,SANTA VICTORIA,"22°17' 8""S  62°42'49""W",-22.285555555555558,-62.71361111111111,280.0,Metros,Santa Victoria,7.0,S,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Salta,NO
VLL,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLAGUAY/EL MALAGUEÑO,"31°41'32""S  59°24'38""W",-31.692222222222224,-59.410555555555554,55.0,Metros,Villaguay,40.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
VMA,SIN_CODIGO,SIN_CODIGO,aeródromo,VICUÑA MACKENNA/DON ÁNGEL,"33°56'18""S  64°24'28""W",-33.93833333333333,-64.40777777777778,228.0,Metros,Vicuña Mackenna,2.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Córdoba,NO
VMB,SIN_CODIGO,SIN_CODIGO,aeródromo,VICUÑA MACKENNA/BENEFICIOS S.R.L.,"33°56'15""S  64°24'54""W",-33.9375,-64.415,241.0,Metros,Vicuña Mackenna,2.0,SO,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
VMC,SIN_CODIGO,SIN_CODIGO,aeródromo,VICUÑA MACKENNA/COMEQUECHEN,"33°56' 2""S  64°24'57""W",-33.93388888888889,-64.41583333333334,243.0,Metros,Vicuña Mackenna,3.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Córdoba,NO
VMK,SIN_CODIGO,SIN_CODIGO,aeródromo,VICUÑA MACKENNA/MARTÍN FIERRO,"33°56'35""S  64°22'16""W",-33.94305555555555,-64.3711111111111,230.0,Metros,Vicuña Mackenna,2.0,SSE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Córdoba,NO
VMR,SAOV,SIN_CODIGO,aeródromo,VILLA MARIA/AEROPUERTO REGIONAL,"32°19'12""S  63°13'36""W",-32.32,-63.22666666666667,202.0,Metros,Villa María,9.0,N,PUBLICO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
VMT,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA MERCEDES/LAS TOTORITAS,"33°50'41""S  65°19'29""W",-33.844722222222224,-65.32472222222222,448.0,Metros,Villa Mercedes,20.0,SE,PRIVADO,NOCONTROL,RANO,SAMF,aeroapp,Nacional,NO,NO,San Luis,NO
VNA,SIN_CODIGO,SIN_CODIGO,aeródromo,VERÓNICA,"35°23'58""S  57°22' 2""W",-35.39944444444444,-57.367222222222225,17.0,Metros,Verónica,2.5,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
VNO,SIN_CODIGO,SIN_CODIGO,aeródromo,VENADO TUERTO,"33°40'47""S  61°57'19""W",-33.67972222222222,-61.95527777777778,112.0,Metros,Venado Tuerto,6.0,N,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
VNR,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA NUEVA/RAIG SA,"32°26'17""S  63°17'22""W",-32.43805555555555,-63.28944444444444,206.0,Metros,Villa María,5.0,SO,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
VNS,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA NUEVA/SUAREZ AVIACIÓN,"32°25'37""S  63°18' 8""W",-32.426944444444445,-63.30222222222222,207.0,Metros,Villa Nueva,6.0,OSO,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
VPO,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA OCAMPO,"28°29'46""S  59°19'34""W",-28.496111111111112,-59.32611111111112,49.0,Metros,Villa Ocampo,2.5,O,PUBLICO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Santa Fé,NO
VRG,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA REGINA,"39° 4'29""S  67° 4'41""W",-39.07472222222223,-67.07805555555555,285.0,Metros,Villa Regina,1.4,N,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Río Negro,NO
VRU,SIN_CODIGO,SIN_CODIGO,aeródromo,VILLA RUMIPAL/PRIMER TENIENTE MARIO NIVOLI,"32°11' 3""S  64°29'20""W",-32.18416666666666,-64.4888888888889,666.0,Metros,Villa Rumipal,0.0,ENE,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
VTE,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN VICENTE,"26°57'11""S  54°29'16""W",-26.953055555555554,-54.48777777777778,550.0,Metros,San Vicente,2.0,N,PUBLICO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Misiones,NO
VTO,SIN_CODIGO,SIN_CODIGO,aeródromo,VENADO TUERTO/LA SIESTA,"33°41'29""S  62° 3'49""W",-33.69138888888889,-62.06361111111111,112.0,Metros,Venado Tuerto,12.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
VTS,SIN_CODIGO,SIN_CODIGO,aeródromo,VENADO TUERTO/SAVESA,"33°46'43""S  61°58'34""W",-33.77861111111111,-61.976111111111116,110.0,Metros,Venado Tuerto,3.0,S,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
YOP,SIN_CODIGO,SIN_CODIGO,aeródromo,TRES ARROYOS/PETRAZZINI,"38°20'52""S  60°16'34""W",-38.34777777777778,-60.27611111111111,107.0,Metros,Tres Arroyos,3.0,N,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
YOS,SAZH,OYO,aeródromo,TRES ARROYOS,"38°23' 8""S  60°19'39""W",-38.385555555555555,-60.3275,122.0,Metros,Tres Arroyos,5.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
YPY,SIN_CODIGO,SIN_CODIGO,aeródromo,YAPEYÚ,"29°21'32""S  56°47'45""W",-29.35888888888889,-56.795833333333334,53.0,Metros,Yapeyú,12.0,N,PRIVADO,NOCONTROL,RANE,SARR,desconocido,Nacional,NO,NO,Corrientes,NO
ZAP,SAHZ,APZ,aeródromo,ZAPALA,"38°58'33""S  70° 6'48""W",-38.975833333333334,-70.11333333333333,1048.0,Metros,Zapala,7.5,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Neuquén,NO
ZLM,SIN_CODIGO,SIN_CODIGO,aeródromo,BELL VILLE/LA ZULEMA,"32°29'23""S  62°40'17""W",-32.48972222222222,-62.671388888888885,129.0,Metros,Bell Ville,13.0,N,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
ZUL,SAZA,SIN_CODIGO,aeródromo,AZUL,"36°50'12""S  59°52'51""W",-36.836666666666666,-59.880833333333335,146.0,Metros,Azul,3.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
